Country,Province,Longitude,Latitude,ConfirmedCount,DeadCount,CuredCount,LastUpdateTime
China,Hubei,112.2707,30.9756,67798,3099,55142,2020-03-16 14:38:45
Italy,Italy,12.5674,41.8719,27980,2158,2749,2020-03-16 17:33:03
Iran,Iran,53.688,32.4279,14991,853,4590,2020-03-16 14:38:45
Spain,Spain,-3.7492,40.4637,9942,342,530,2020-03-16 20:13:11
"Korea, South","Korea, South",127.7669,35.9078,8236,75,1137,2020-03-16 14:38:45
Germany,Germany,10.4515,51.1657,7272,17,67,2020-03-16 20:13:11
France,France,2.2137,46.2276,6633,148,12,2020-03-16 20:13:11
Switzerland,Switzerland,8.2275,46.8182,2200,14,4,2020-03-15 18:20:18
United Kingdom,United Kingdom,-3.436,55.3781,1543,55,20,2020-03-16 19:13:13
Netherlands,Netherlands,5.2913,52.1326,1413,24,2,2020-03-16 14:38:46
China,Guangdong,113.4244,23.3417,1361,8,1306,2020-03-16 01:53:03
Norway,Norway,8.4689,60.472,1333,3,1,2020-03-16 21:13:12
China,Henan,113.614,33.882,1273,22,1250,2020-03-14 09:53:08
China,Zhejiang,120.0934,29.1832,1231,1,1216,2020-03-16 14:38:45
Sweden,Sweden,18.6435,60.1282,1103,6,1,2020-03-16 14:38:45
Belgium,Belgium,4.4699,50.5039,1058,5,1,2020-03-16 14:38:45
Austria,Austria,14.5501,47.5162,1018,3,6,2020-03-16 15:13:09
China,Hunan,111.7088,27.6104,1018,4,1014,2020-03-14 08:33:03
China,Anhui,117.2264,31.8257,990,6,984,2020-03-11 02:18:14
US,New York,-74.9481,42.1657,967,10,0,2020-03-16 21:53:03
China,Jiangxi,115.7221,27.614,935,1,934,2020-03-12 02:13:04
Denmark,Denmark,9.5018,56.2639,914,3,1,2020-03-16 18:33:03
US,Washington,-121.4905,47.4009,904,48,1,2020-03-16 23:53:03
Japan,Japan,138.2529,36.2048,825,27,144,2020-03-16 14:38:45
China,Shandong,118.1498,36.3427,760,7,746,2020-03-16 14:38:45
Cruise Ship,Diamond Princess,139.6649,35.4498,696,7,325,2020-03-13 14:13:25
China,Jiangsu,119.455,32.9711,631,0,631,2020-03-15 01:53:02
China,Chongqing,107.874,30.0572,576,6,570,2020-03-15 03:53:04
Malaysia,Malaysia,101.9758,4.2105,566,0,42,2020-03-16 14:38:45
US,California,-119.6816,36.1162,557,7,6,2020-03-16 23:53:03
China,Sichuan,102.7103,30.6171,539,3,516,2020-03-15 18:20:18
China,Heilongjiang,127.7615,47.862,482,13,455,2020-03-16 14:38:45
China,Beijing,116.4142,40.1824,452,8,360,2020-03-16 14:38:45
Qatar,Qatar,51.1839,25.3548,439,0,4,2020-03-16 15:13:09
China,Shanghai,121.4491,31.202,355,3,325,2020-03-16 14:38:45
Greece,Greece,21.8243,39.0742,331,4,8,2020-03-16 00:22:10
Portugal,Portugal,-8.2245,39.3999,331,0,3,2020-03-16 14:38:45
China,Hebei,114.5149,38.0428,318,6,310,2020-03-13 11:09:03
Czechia,Czechia,15.473,49.8175,298,0,3,2020-03-16 23:53:02
China,Fujian,117.9874,26.0789,296,1,295,2020-03-11 02:18:14
Finland,Finland,25.7482,61.9241,277,0,10,2020-03-16 14:38:45
Israel,Israel,34.8516,31.0461,255,0,4,2020-03-16 14:38:45
Slovenia,Slovenia,14.9955,46.1512,253,1,0,2020-03-16 14:38:45
China,Guangxi,108.7881,23.8298,252,2,248,2020-03-16 14:38:45
China,Shaanxi,108.8701,35.1917,245,2,233,2020-03-16 14:38:45
Singapore,Singapore,103.8198,1.3521,243,0,109,2020-03-16 14:38:45
Bahrain,Bahrain,50.5577,26.0667,214,1,77,2020-03-16 20:33:03
Estonia,Estonia,25.0136,58.5953,205,0,1,2020-03-16 14:38:45
Brazil,Brazil,-51.9253,-14.235,200,0,1,2020-03-16 02:33:08
US,Massachusetts,-71.5301,42.2302,197,0,1,2020-03-16 21:53:03
Iceland,Iceland,-19.0208,64.9631,180,0,0,2020-03-16 02:13:15
US,New Jersey,-74.521,40.2989,178,2,1,2020-03-16 22:13:21
Canada,Ontario,-85.3232,51.2538,177,0,5,2020-03-16 16:13:26
Poland,Poland,19.1451,51.9194,177,4,13,2020-03-16 21:13:17
China,Yunnan,101.487,24.974,176,2,172,2020-03-16 23:53:02
Australia,New South Wales,151.2093,-33.8688,171,2,4,2020-03-16 14:38:46
Ireland,Ireland,-7.6921,53.1424,169,2,0,2020-03-16 14:38:45
China,Hainan,109.7453,19.1959,168,6,161,2020-03-16 14:38:45
US,Colorado,-105.3111,39.0598,160,1,0,2020-03-16 23:53:03
Romania,Romania,24.9668,45.9432,158,0,9,2020-03-16 14:38:45
Chile,Chile,-71.543,-35.6751,155,0,0,2020-03-16 14:38:45
China,Hong Kong,114.2,22.3,155,4,84,2020-03-16 14:38:45
US,Florida,-81.6868,27.7663,155,5,0,2020-03-16 22:13:21
Egypt,Egypt,30.8025,26.8206,150,2,27,2020-03-16 15:53:45
Thailand,Thailand,100.9925,15.87,147,1,35,2020-03-16 14:38:45
China,Guizhou,106.8748,26.8154,146,2,144,2020-03-16 14:38:45
Philippines,Philippines,121.774,12.8797,142,12,2,2020-03-16 14:38:45
China,Tianjin,117.323,39.3054,136,3,133,2020-03-15 18:20:18
