Country,Province,Longitude,Latitude,ConfirmedCount,DeadCount,CuredCount,LastUpdateTime
China,Hubei,104.195397,35.86166,4903,162.0,90.0,2020-01-30 16:00:00
China,Zhejiang,104.195397,35.86166,428,0,4.0,2020-01-30 16:00:00
China,Guangdong,104.195397,35.86166,354,0,10.0,2020-01-30 16:00:00
China,Henan,104.195397,35.86166,278,2.0,2.0,2020-01-30 16:00:00
China,Hunan,104.195397,35.86166,277,0,2.0,2020-01-30 16:00:00
China,Anhui,104.195397,35.86166,200,0,2.0,2020-01-30 16:00:00
China,Chongqing,104.195397,35.86166,182,0,1.0,2020-01-30 16:00:00
China,Jiangxi,104.195397,35.86166,162,0,5.0,2020-01-30 16:00:00
China,Shandong,104.195397,35.86166,158,0,1.0,2020-01-30 16:00:00
China,Sichuan,104.195397,35.86166,142,1.0,1.0,2020-01-30 16:00:00
China,Jiangsu,104.195397,35.86166,129,0,1.0,2020-01-30 16:00:00
China,Beijing,104.195397,35.86166,114,1.0,4.0,2020-01-30 16:00:00
China,Shanghai,104.195397,35.86166,112,1.0,5.0,2020-01-30 16:00:00
China,Fujian,104.195397,35.86166,101,0,0,2020-01-30 16:00:00
China,Guangxi,104.195397,35.86166,78,0,2.0,2020-01-30 16:00:00
China,Yunnan,104.195397,35.86166,70,0,0,2020-01-30 16:00:00
China,Hebei,104.195397,35.86166,65,1.0,0,2020-01-30 16:00:00
China,Shaanxi,104.195397,35.86166,63,0,0,2020-01-30 16:00:00
China,Hainan,104.195397,35.86166,46,1.0,1.0,2020-01-30 16:00:00
China,Heilongjiang,104.195397,35.86166,44,2.0,0,2020-01-30 16:00:00
China,Liaoning,104.195397,35.86166,41,0,1.0,2020-01-30 16:00:00
China,Shanxi,104.195397,35.86166,35,0,1.0,2020-01-30 16:00:00
China,Tianjin,104.195397,35.86166,31,0,0,2020-01-30 16:00:00
China,Gansu,104.195397,35.86166,26,0,0,2020-01-30 16:00:00
China,Inner Mongolia,104.195397,35.86166,19,0,0,2020-01-30 16:00:00
China,Ningxia,104.195397,35.86166,17,0,0,2020-01-30 16:00:00
China,Jilin,104.195397,35.86166,14,0,1.0,2020-01-30 16:00:00
China,Xinjiang,104.195397,35.86166,14,0,0,2020-01-30 16:00:00
China,Guizhou,104.195397,35.86166,12,0,1.0,2020-01-30 16:00:00
China,Hong Kong,104.195397,35.86166,10,0,0,2020-01-30 16:00:00
China,Taiwan,104.195397,35.86166,9,0,0,2020-01-30 16:00:00
China,Qinghai,104.195397,35.86166,8,0,0,2020-01-30 16:00:00
China,Macau,104.195397,35.86166,7,0,0,2020-01-30 16:00:00
China,Tibet,104.195397,35.86166,1,0,0,2020-01-30 16:00:00
Japan,Japan,138.252924,36.204824,11,0,1.0,2020-01-30 16:00:00
Thailand,Thailand,100.992541,15.870032,14,0,5.0,2020-01-30 16:00:00
South Korea,South Korea,-54.385628,-76.697372,4,0,0,2020-01-30 16:00:00
Singapore,Singapore,103.819836,1.352083,10,0,0,2020-01-30 16:00:00
Vietnam,Vietnam,108.277199,14.058324,2,0,0,2020-01-30 16:00:00
France,France,2.213749,46.227638,5,0,0,2020-01-30 16:00:00
Nepal,Nepal,84.124008,28.394857,1,0,0,2020-01-30 16:00:00
Malaysia,Malaysia,101.975766,4.210484,8,0,0,2020-01-30 16:00:00
Canada,Ontario,-106.346771,56.130366,2,0,0,2020-01-30 16:00:00
Canada,British Columbia,-106.346771,56.130366,1,0,0,2020-01-30 16:00:00
Cambodia,Cambodia,104.990963,12.565679,1,0,0,2020-01-30 16:00:00
Sri Lanka,Sri Lanka,80.771797,7.873054,1,0,0,2020-01-30 16:00:00
Australia,New South Wales,133.775136,-25.274398,4,0,2.0,2020-01-30 16:00:00
Australia,Victoria,133.775136,-25.274398,2,0,0,2020-01-30 16:00:00
Australia,Queensland,133.775136,-25.274398,3,0,0,2020-01-30 16:00:00
Germany,Bavaria,10.451526,51.165691,4,0,0,2020-01-30 16:00:00
Finland,Finland,25.748151,61.92411,1,0,0,2020-01-30 16:00:00
United Arab Emirates,United Arab Emirates,53.847818,23.424076,4,0,0,2020-01-30 16:00:00
Philippines,Philippines,121.774017,12.879721,1,0,0,2020-01-30 16:00:00
India,India,78.96288,20.593684,1,0,0,2020-01-30 16:00:00
