省级（湖北输入）
省级（湖北输入）
境外输入人员
境外输入人员
待明确地区
境外输入
境外输入
外地来京
待明确地区
境外输入
外地来津
境外输入
境外输入
境外输入
外地来沪
待明确地区
境外输入
境外输入
境外输入
境外输入
境外输入
境外输入
境外输入
境外输入
境外输入
彭水县
酉阳县
万盛经开区
境外输入
澄迈
昌江
临高
定安
东方
境外输入人员
湘西自治州
兵团第四师
兵团第九师
昌吉州
巴州
兵团第十二师
兵团第七师
境外输入
外地来京
待明确地区
境外输入人员
境外输入
湘西自治州
待明确地区
境外输入
境外输入
境外输入
外地来沪
待明确地区
境外输入
境外输入
境外输入
境外输入
境外输入人员
境外输入
境外输入
境外输入
外地来津
境外输入
境外输入
境外输入
境外输入
境外输入
境外输入
彭水县
酉阳县
万盛经开区
澄迈
昌江
临高
定安
东方
兵团第四师
兵团第九师
昌吉州
巴州
兵团第十二师
兵团第七师
境外输入人员
境外输入
省级（湖北输入）
境外输入
外地来津
境外输入
境外输入
外地来沪
待明确地区
待明确地区
境外输入
外地来京
待明确地区
境外输入
境外输入
境外输入
待明确地区
境外输入
境外输入人员
境外输入
境外输入
境外输入
境外输入
境外输入
境外输入
湘西自治州
境外输入
境外输入
境外输入
彭水县
酉阳县
万盛经开区
澄迈
昌江
临高
定安
东方
兵团第四师
兵团第九师
昌吉州
巴州
兵团第十二师
兵团第七师
境外输入人员
境外输入人员
待明确地区
境外输入
境外输入
外地来京
待明确地区
境外输入
外地来津
境外输入
境外输入
境外输入
外地来沪
待明确地区
境外输入
境外输入
境外输入
境外输入
境外输入
境外输入
境外输入
境外输入
境外输入
彭水县
酉阳县
万盛经开区
境外输入
澄迈
昌江
临高
定安
东方
境外输入人员
湘西自治州
兵团第四师
兵团第九师
昌吉州
巴州
兵团第十二师
兵团第七师
境外输入
外地来京
待明确地区
境外输入人员
境外输入
湘西自治州
待明确地区
境外输入
境外输入
境外输入
外地来沪
待明确地区
境外输入
境外输入
境外输入
境外输入
境外输入人员
境外输入
境外输入
境外输入
外地来津
境外输入
境外输入
境外输入
境外输入
境外输入
境外输入
彭水县
酉阳县
万盛经开区
澄迈
昌江
临高
定安
东方
兵团第四师
兵团第九师
昌吉州
巴州
兵团第十二师
兵团第七师
境外输入人员
境外输入
省级（湖北输入）
境外输入
外地来津
境外输入
境外输入
外地来沪
待明确地区
待明确地区
境外输入
外地来京
待明确地区
境外输入
境外输入
境外输入
待明确地区
境外输入
境外输入人员
境外输入
境外输入
境外输入
境外输入
境外输入
境外输入
