Country,Province,Longitude,Latitude,ConfirmedCount,DeadCount,CuredCount,LastUpdateTime
China,Hubei,112.2707,30.9756,67760,3024,47743,2020-03-10 15:13:05
Italy,Italy,12.0,43.0,10149,631,724,2020-03-10 17:53:02
Iran (Islamic Republic of),Iran (Islamic Republic of),53.0,32.0,8042,291,2731,2020-03-10 19:13:20
Republic of Korea,Republic of Korea,128.0,36.0,7513,54,247,2020-03-10 19:13:20
France,France,2.0,47.0,1784,33,12,2020-03-10 18:53:02
Spain,Spain,-4.0,40.0,1695,35,32,2020-03-10 23:53:02
Germany,Germany,9.0,51.0,1457,2,18,2020-03-10 18:53:02
China,Guangdong,113.4244,23.3417,1353,8,1274,2020-03-10 09:13:07
China,Henan,113.614,33.882,1272,22,1247,2020-03-08 05:03:02
China,Zhejiang,120.0934,29.1832,1215,1,1191,2020-03-10 10:33:02
China,Hunan,111.7088,27.6104,1018,4,990,2020-03-10 08:33:02
China,Anhui,117.2264,31.8257,990,6,984,2020-03-08 05:13:06
China,Jiangxi,115.7221,27.614,935,1,927,2020-03-10 01:33:02
China,Shandong,118.1498,36.3427,758,6,719,2020-03-10 07:33:03
Others,Diamond Princess cruise ship,139.638,35.4437,696,6,40,2020-03-06 01:29:39
China,Jiangsu,119.455,32.9711,631,0,627,2020-03-10 08:13:08
Japan,Japan,138.0,36.0,581,10,101,2020-03-10 16:13:16
China,Chongqing,107.874,30.0572,576,6,547,2020-03-10 23:53:02
China,Sichuan,102.7103,30.6171,539,3,478,2020-03-10 10:13:17
Switzerland,Switzerland,8.2275,46.8182,491,3,3,2020-03-10 23:53:02
China,Heilongjiang,127.7615,47.862,481,13,434,2020-03-10 00:13:18
China,Beijing,116.4142,40.1824,429,8,320,2020-03-10 01:13:07
Norway,Norway,8.4689,60.472,400,0,1,2020-03-10 23:53:02
Netherlands,Netherlands,5.2913,52.1326,382,4,0,2020-03-10 13:53:06
UK,UK,-3.0,55.0,382,6,18,2020-03-10 23:53:02
Sweden,Sweden,16.0,63.0,355,0,1,2020-03-10 23:53:02
China,Shanghai,121.4491,31.202,344,3,319,2020-03-10 06:13:14
China,Hebei,114.5149,38.0428,318,6,307,2020-03-07 13:03:05
China,Fujian,117.9874,26.0789,296,1,295,2020-03-07 13:03:05
Belgium,Belgium,4.0,50.8333,267,0,1,2020-03-10 11:53:03
US,Washington,-121.4905,47.4009,267,23,1,2020-03-10 22:13:11
Denmark,Denmark,9.5018,56.2639,262,0,1,2020-03-10 17:33:34
China,Guangxi,108.7881,23.8298,252,2,234,2020-03-10 00:53:02
China,Shaanxi,108.8701,35.1917,245,1,227,2020-03-10 08:53:02
Austria,Austria,14.5501,47.5162,182,0,4,2020-03-10 16:13:16
China,Yunnan,101.487,24.974,174,2,170,2020-03-06 03:23:06
US,New York,-74.9481,42.1657,173,0,0,2020-03-10 17:13:27
China,Hainan,109.7453,19.1959,168,6,159,2020-03-08 04:33:02
Singapore,Singapore,103.8333,1.2833,160,0,78,2020-03-10 05:13:07
China,Guizhou,106.8748,26.8154,146,2,129,2020-03-10 01:13:07
US,California,-119.6816,36.1162,144,2,2,2020-03-10 19:13:28
China,Tianjin,117.323,39.3054,136,3,131,2020-03-10 10:13:25
China,Shanxi,112.2922,37.5777,133,0,131,2020-03-10 23:53:02
Malaysia,Malaysia,112.5,2.5,129,0,24,2020-03-10 16:33:13
China,Gansu,103.8343,36.0611,125,2,88,2020-03-10 14:33:13
China,Liaoning,122.6085,41.2956,125,1,111,2020-03-10 04:13:09
Hong Kong SAR,Hong Kong,114.2,22.3,120,3,65,2020-03-10 23:53:02
Bahrain,Bahrain,50.55,26.0275,110,0,22,2020-03-10 18:53:02
China,Jilin,126.1923,43.6661,93,1,91,2020-03-09 14:33:03
US,Massachusetts,-71.5301,42.2302,92,0,1,2020-03-10 22:13:11
Greece,Greece,21.8243,39.0742,89,0,0,2020-03-10 10:53:03
China,Xinjiang,85.2401,41.1129,76,3,73,2020-03-08 05:33:02
China,Inner Mongolia,113.9448,44.0935,75,1,70,2020-03-08 05:13:06
China,Ningxia,106.1655,37.2692,75,0,71,2020-03-06 12:53:03
United Arab Emirates,United Arab Emirates,53.8478,23.4241,74,0,12,2020-03-10 11:13:12
Iraq,Iraq,44.0,33.0,71,7,3,2020-03-10 05:13:07
Iceland,Iceland,-19.0208,64.9631,69,0,1,2020-03-10 12:53:02
Kuwait,Kuwait,47.75,29.5,69,0,1,2020-03-10 10:13:28
Egypt,Egypt,30.0,26.0,59,1,1,2020-03-10 05:13:07
Israel,Israel,35.0,31.0,58,0,4,2020-03-10 12:53:02
India,India,78.0,21.0,56,0,4,2020-03-10 10:13:28
Australia,New South Wales,151.2093,-33.8688,55,2,4,2020-03-10 14:13:14
Thailand,Thailand,100.9925,15.87,53,1,33,2020-03-10 08:53:03
San Marino,San Marino,12.4578,43.9424,51,2,0,2020-03-10 05:13:07
Taipei and environs,Taiwan,121.0,23.7,47,1,17,2020-03-10 19:13:15
US,Diamond Princess,139.638,35.4437,46,0,0,2020-03-10 02:33:04
Czech Republic,Czech Republic,15.473,49.8175,41,0,0,2020-03-10 13:33:14
Lebanon,Lebanon,35.8623,33.8547,41,1,1,2020-03-10 10:53:03
Portugal,Portugal,-8.2245,39.3999,41,0,0,2020-03-10 12:53:02
Finland,Finland,26.0,64.0,40,0,1,2020-03-10 10:13:30
Canada,Ontario,-85.3232,51.2538,36,0,4,2020-03-10 17:13:32
Ireland,Ireland,-7.6921,53.1424,34,0,0,2020-03-10 19:13:21
Philippines,Philippines,121.774,12.8797,33,1,2,2020-03-10 10:13:30
Canada,British Columbia,-127.6476,53.7267,32,1,4,2020-03-09 22:43:25
Brazil,Brazil,-51.9253,-14.235,31,0,0,2020-03-10 16:53:13
Slovenia,Slovenia,14.9955,46.1512,31,0,0,2020-03-10 16:13:26
Viet Nam,Viet Nam,108.0,16.0,31,0,16,2020-03-10 19:13:21
Indonesia,Indonesia,113.9213,-0.7893,27,0,2,2020-03-10 12:53:02
Romania,Romania,25.0,46.0,25,0,3,2020-03-10 16:33:13
occupied Palestinian territory,occupied Palestinian territory,35.2332,31.9522,25,0,0,2020-03-10 19:13:21
Qatar,Qatar,51.1839,25.3548,24,0,0,2020-03-10 16:13:26
Poland,Poland,19.1451,51.9194,22,0,0,2020-03-10 20:13:07
US,Grand Princess,-122.6655,37.6489,21,0,0,2020-03-10 02:33:04
Algeria,Algeria,1.6596,28.0339,20,0,0,2020-03-09 10:13:06
Saudi Arabia,Saudi Arabia,45.0,24.0,20,0,1,2020-03-10 05:13:07
Australia,Queensland,153.4,-28.0167,18,0,8,2020-03-10 13:53:06
Australia,Victoria,144.9631,-37.8136,18,0,7,2020-03-10 14:33:13
China,Qinghai,95.9956,35.7452,18,0,18,2020-02-21 04:43:02
Oman,Oman,57.0,21.0,18,0,9,2020-03-10 08:33:02
Argentina,Argentina,-63.6167,-38.4161,17,1,0,2020-03-10 05:13:07
US,Georgia,-83.6431,33.0406,17,0,0,2020-03-10 03:53:03
Pakistan,Pakistan,69.3451,30.3753,16,0,1,2020-03-10 05:13:07
Ecuador,Ecuador,-78.1834,-1.8312,15,0,0,2020-03-09 09:03:03
Georgia,Georgia,43.3569,42.3154,15,0,0,2020-03-09 10:13:06
US,Colorado,-105.3111,39.0598,15,0,0,2020-03-10 18:33:03
US,Florida,-81.6868,27.7663,15,2,0,2020-03-10 13:13:14
US,New Jersey,-74.521,40.2989,15,1,0,2020-03-10 18:13:16
US,Oregon,-122.0709,44.572,15,0,0,2020-03-10 19:53:13
Croatia,Croatia,15.5,45.1667,14,0,0,2020-03-10 16:53:13
Chile,Chile,-71.543,-35.6751,13,0,0,2020-03-10 05:13:07
US,Texas,-97.5635,31.0545,13,0,0,2020-03-10 04:13:13
Estonia,Estonia,25.0136,58.5953,12,0,0,2020-03-10 11:13:13
US,Illinois,-88.9861,40.3495,12,0,2,2020-03-10 18:33:03
US,Pennsylvania,-77.2098,40.5908,12,0,0,2020-03-10 18:13:16
Azerbaijan,Azerbaijan,47.5769,40.1431,11,0,0,2020-03-10 16:13:27
Peru,Peru,-75.0152,-9.19,11,0,0,2020-03-10 16:33:13
Albania,Albania,20.1683,41.1533,10,0,0,2020-03-10 12:53:02
Macao SAR,Macau,113.55,22.1667,10,0,10,2020-03-10 19:13:20
Russian Federation,Russian Federation,90.0,60.0,10,0,3,2020-03-10 19:13:21
Belarus,Belarus,27.9534,53.7098,9,0,3,2020-03-10 16:13:27
Costa Rica,Costa Rica,-83.7534,9.7489,9,0,0,2020-03-09 09:03:03
Hungary,Hungary,19.5033,47.1625,9,0,0,2020-03-09 09:43:03
Latvia,Latvia,24.6032,56.8796,8,0,1,2020-03-10 10:13:41
US,Iowa,-93.2105,42.0115,8,0,0,2020-03-10 02:33:04
US,Maryland,-76.8021,39.0639,8,0,0,2020-03-10 18:13:16
Australia,South Australia,138.6007,-34.9285,7,0,2,2020-03-06 04:23:08
Canada,Alberta,-116.5765,53.9333,7,0,0,2020-03-09 17:53:24
Mexico,Mexico,-102.0,23.0,7,0,4,2020-03-10 05:13:07
North Macedonia,North Macedonia,21.7453,41.6086,7,0,0,2020-03-10 10:53:03
Slovakia,Slovakia,19.699,48.669,7,0,0,2020-03-10 05:13:07
South Africa,South Africa,22.9375,-30.5595,7,0,0,2020-03-10 05:13:07
US,North Carolina,-79.8064,35.6301,7,0,0,2020-03-10 02:33:04
US,South Carolina,-80.945,33.8569,7,0,0,2020-03-10 02:33:04
US,Tennessee,-86.6923,35.7478,7,0,0,2020-03-10 19:53:13
