Country,Province,Longitude,Latitude,ConfirmedCount,DeadCount,CuredCount,LastUpdateTime
China,Hubei,104.195397,35.86166,65596,2641,23383,2020-02-27 12:13:14
South Korea,South Korea,-54.385628,-76.697372,1766,13,22,2020-02-27 12:03:04
China,Guangdong,104.195397,35.86166,1347,7,890,2020-02-27 09:53:02
China,Henan,104.195397,35.86166,1272,20,1068,2020-02-27 15:03:11
China,Zhejiang,104.195397,35.86166,1205,1,932,2020-02-27 12:43:02
China,Hunan,104.195397,35.86166,1017,4,804,2020-02-27 12:43:02
China,Anhui,104.195397,35.86166,989,6,792,2020-02-27 14:13:06
China,Jiangxi,104.195397,35.86166,934,1,754,2020-02-27 01:43:02
China,Shandong,104.195397,35.86166,756,6,387,2020-02-27 14:13:06
Italy,Italy,12.56738,41.87194,655,17,45,2020-02-27 23:23:02
China,Jiangsu,104.195397,35.86166,631,0,498,2020-02-27 14:13:06
China,Chongqing,104.195397,35.86166,576,6,401,2020-02-27 23:23:02
China,Sichuan,104.195397,35.86166,534,3,321,2020-02-27 12:43:02
China,Heilongjiang,104.195397,35.86166,480,13,270,2020-02-27 12:43:02
China,Beijing,104.195397,35.86166,410,5,248,2020-02-27 02:23:13
China,Shanghai,104.195397,35.86166,337,3,276,2020-02-27 04:03:12
China,Hebei,104.195397,35.86166,317,6,274,2020-02-27 12:43:02
China,Fujian,104.195397,35.86166,296,1,228,2020-02-27 10:03:07
China,Guangxi,104.195397,35.86166,252,2,161,2020-02-27 10:03:07
Iran,Iran,53.688046,32.427908,245,26,49,2020-02-27 12:03:04
China,Shaanxi,104.195397,35.86166,245,1,195,2020-02-27 12:43:02
Japan,Japan,138.252924,36.204824,214,4,22,2020-02-27 23:33:02
China,Yunnan,104.195397,35.86166,174,2,150,2020-02-27 10:03:07
China,Hainan,104.195397,35.86166,168,5,131,2020-02-27 10:03:07
China,Guizhou,104.195397,35.86166,146,2,112,2020-02-27 00:43:02
China,Tianjin,104.195397,35.86166,136,3,102,2020-02-27 23:13:04
China,Shanxi,104.195397,35.86166,133,0,107,2020-02-27 23:13:04
China,Liaoning,104.195397,35.86166,121,1,93,2020-02-27 14:13:06
China,Jilin,104.195397,35.86166,93,1,67,2020-02-27 12:43:02
Singapore,Singapore,103.819836,1.352083,93,0,62,2020-02-26 19:33:02
China,Hong Kong,104.195397,35.86166,92,2,24,2020-02-27 09:53:02
China,Gansu,104.195397,35.86166,91,2,81,2020-02-26 14:13:10
China,Xinjiang,104.195397,35.86166,76,2,43,2020-02-27 12:43:02
China,Inner Mongolia,104.195397,35.86166,75,0,43,2020-02-27 23:33:02
