Country,Province,city,Longitude,Latitude,ConfirmedCount,DeadCount,CuredCount,LastUpdateTime
US,South Carolina,Abbeville,-82.46170658,34.22333378,5,0,0,2020-04-07 23:04:49
US,Louisiana,Acadia,-92.41419698,30.2950649,82,2,0,2020-04-07 23:04:49
US,Virginia,Accomack,-75.63234615,37.76707161,11,0,0,2020-04-07 23:04:49
US,Idaho,Ada,-116.24155159999998,43.4526575,419,3,0,2020-04-07 23:04:49
US,Iowa,Adair,-94.47105874,41.33075609,1,0,0,2020-04-07 23:04:49
US,Kentucky,Adair,-85.28129668,37.10459774,3,0,0,2020-04-07 23:04:49
US,Missouri,Adair,-92.60078167,40.19058551,11,0,0,2020-04-07 23:04:49
US,Oklahoma,Adair,-94.65859267,35.88494195,25,1,0,2020-04-07 23:04:49
US,Colorado,Adams,-104.3362578,39.87432092,388,12,0,2020-04-07 23:04:49
US,Idaho,Adams,-116.4545247,44.89333571,1,0,0,2020-04-07 23:04:49
US,Illinois,Adams,-91.18786813,39.98815591,8,0,0,2020-04-07 23:04:49
US,Indiana,Adams,-84.93671406,40.7457653,2,0,0,2020-04-07 23:04:49
US,Mississippi,Adams,-91.35326037,31.47669768,24,0,0,2020-04-07 23:04:49
US,Nebraska,Adams,-98.50117804,40.52449420000001,15,0,0,2020-04-07 23:04:49
US,Ohio,Adams,-83.4718964,38.84541072,2,0,0,2020-04-07 23:04:49
US,Pennsylvania,Adams,-77.21610347,39.87140411,28,0,0,2020-04-07 23:04:49
US,Washington,Adams,-118.5601734,46.98299757,27,0,0,2020-04-07 23:04:49
US,Wisconsin,Adams,-89.76782777,43.96974651,2,0,0,2020-04-07 23:04:49
US,Vermont,Addison,-73.14130877,44.03217337,47,0,0,2020-04-07 23:04:49
US,South Carolina,Aiken,-81.63645384,33.54338026,28,1,0,2020-04-07 23:04:49
US,Florida,Alachua,-82.35928158,29.67866525,139,0,0,2020-04-07 23:04:49
US,North Carolina,Alamance,-79.39976137,36.0434701,24,0,0,2020-04-07 23:04:49
US,California,Alameda,-121.8929271,37.64629437,634,15,0,2020-04-07 23:04:49
US,Colorado,Alamosa,-105.7885451,37.57250606,4,0,0,2020-04-07 23:04:49
US,New York,Albany,-73.97723916,42.60060306,333,8,0,2020-04-07 23:04:49
US,Wyoming,Albany,-105.7235415,41.65498705,4,0,0,2020-04-07 23:04:49
US,Virginia,Albemarle,-78.55481085,38.02080697,38,0,0,2020-04-07 23:04:49
US,Mississippi,Alcorn,-88.57996173,34.88084463,6,0,0,2020-04-07 23:04:49
US,North Carolina,Alexander,-81.17751948,35.922379600000006,2,0,0,2020-04-07 23:04:49
US,Virginia,Alexandria,-77.08183073,38.814003,126,0,0,2020-04-07 23:04:49
US,Iowa,Allamakee,-91.37860922,43.28383218,17,1,0,2020-04-07 23:04:49
US,Michigan,Allegan,-85.89102866,42.59147037,18,0,0,2020-04-07 23:04:49
US,Maryland,Allegany,-78.69280486,39.62357628,7,0,0,2020-04-07 23:04:49
US,New York,Allegany,-78.02750466,42.25748406,17,1,0,2020-04-07 23:04:49
US,North Carolina,Alleghany,-81.12857041,36.49360862,2,0,0,2020-04-07 23:04:49
US,Virginia,Alleghany,-80.00222498,37.78636074,2,0,0,2020-04-07 23:04:49
US,Pennsylvania,Allegheny,-79.98167747,40.46809875,689,6,0,2020-04-07 23:04:49
US,Indiana,Allen,-85.06800636,41.09194313,90,6,0,2020-04-07 23:04:49
US,Kentucky,Allen,-86.19457544,36.75197631,2,0,0,2020-04-07 23:04:49
US,Louisiana,Allen,-92.82442028,30.65385745,58,5,0,2020-04-07 23:04:49
US,Ohio,Allen,-84.10802343,40.77285242,22,1,0,2020-04-07 23:04:49
US,South Carolina,Allendale,-81.35321066,32.98837386,2,0,0,2020-04-07 23:04:49
US,California,Alpine,-119.8223594,38.59678594,1,0,0,2020-04-07 23:04:49
US,California,Amador,-120.65696,38.44583082,3,0,0,2020-04-07 23:04:49
US,Virginia,Amelia,-77.98584649,37.34081025,7,0,0,2020-04-07 23:04:49
US,Virginia,Amherst,-79.14548696,37.60308293,8,0,0,2020-04-07 23:04:49
US,Mississippi,Amite,-90.80501621,31.17467303,7,1,0,2020-04-07 23:04:49
US,Alaska,Anchorage,-149.14269860000005,61.14998174,98,4,0,2020-04-07 23:04:49
US,Kansas,Anderson,-95.29272815,38.21413251,0,0,0,2020-04-07 23:04:49
US,Kentucky,Anderson,-84.99171713,38.00671029,3,1,0,2020-04-07 23:04:49
US,South Carolina,Anderson,-82.63959517,34.51828081,75,4,0,2020-04-07 23:04:49
US,Tennessee,Anderson,-84.19965764,36.12684348,11,0,0,2020-04-07 23:04:49
US,Texas,Anderson,-95.65354823,31.81534745,2,0,0,2020-04-07 23:04:49
US,Texas,Andrews,-102.6376548,32.30468633,10,0,0,2020-04-07 23:04:49
US,Maine,Androscoggin,-70.20380627,44.1664747,23,0,0,2020-04-07 23:04:49
US,Texas,Angelina,-94.60901487,31.25457347,14,0,0,2020-04-07 23:04:49
US,Maryland,Anne Arundel,-76.60329337,39.00670238,370,8,0,2020-04-07 23:04:49
US,Minnesota,Anoka,-93.24604565,45.27476015,42,0,0,2020-04-07 23:04:49
US,North Carolina,Anson,-80.09953279,34.97403241,5,0,0,2020-04-07 23:04:49
US,Nebraska,Antelope,-98.0666283,42.17695516,1,0,0,2020-04-07 23:04:49
US,Michigan,Antrim,-85.15503082,44.99690221,6,0,0,2020-04-07 23:04:49
US,Arizona,Apache,-109.3783,35.5313,65,0,0,2020-04-07 23:04:49
US,Iowa,Appanoose,-92.86865906,40.74324454,1,1,0,2020-04-07 23:04:49
US,Georgia,Appling,-82.28909114,31.74847232,6,0,0,2020-04-07 23:04:49
US,Virginia,Appomattox,-78.81340003,37.37569884,3,0,0,2020-04-07 23:04:49
US,Texas,Aransas,-96.9995047,28.10556197,2,0,0,2020-04-07 23:04:49
US,Colorado,Arapahoe,-104.3353617,39.64977461,718,15,0,2020-04-07 23:04:49
US,Colorado,Archuleta,-107.0476867,37.19474156,6,0,0,2020-04-07 23:04:49
US,Michigan,Arenac,-83.89277559,44.0636262,3,0,0,2020-04-07 23:04:49
US,Arkansas,Arkansas,-91.37277296,34.29145151,1,0,0,2020-04-07 23:04:49
US,Virginia,Arlington,-77.10139853,38.8767675,237,2,0,2020-04-07 23:04:49
US,Pennsylvania,Armstrong,-79.46290811,40.81665618,18,0,0,2020-04-07 23:04:49
US,Maine,Aroostook,-68.59841248,46.65926321,2,0,0,2020-04-07 23:04:49
US,Louisiana,Ascension,-90.91328409999998,30.20406249,358,11,0,2020-04-07 23:04:49
US,North Carolina,Ashe,-81.49862729,36.43296207,2,0,0,2020-04-07 23:04:49
US,Ohio,Ashland,-82.27280781,40.84772277,3,0,0,2020-04-07 23:04:49
US,Wisconsin,Ashland,-90.67837132,46.31956891,1,0,0,2020-04-07 23:04:49
US,Arkansas,Ashley,-91.7698471,33.19153461,5,0,0,2020-04-07 23:04:49
US,Ohio,Ashtabula,-80.74830218,41.70860332,18,0,0,2020-04-07 23:04:49
US,Washington,Asotin,-117.2022851,46.18894415,4,0,0,2020-04-07 23:04:49
US,Louisiana,Assumption,-91.06461642,29.89946234,84,1,0,2020-04-07 23:04:49
US,Texas,Atascosa,-98.52730485,28.89333001,4,0,0,2020-04-07 23:04:49
US,Kansas,Atchison,-95.30870026,39.53185661,2,0,0,2020-04-07 23:04:49
US,Missouri,Atchison,-95.42970639,40.43238737,1,0,0,2020-04-07 23:04:49
US,Ohio,Athens,-82.04278644,39.33425634,3,1,0,2020-04-07 23:04:49
US,Georgia,Atkinson,-82.87545866,31.29633502,4,0,0,2020-04-07 23:04:49
US,New Jersey,Atlantic,-74.65848483,39.47538693,144,4,0,2020-04-07 23:04:49
US,Oklahoma,Atoka,-96.03802487,34.37366573,1,0,0,2020-04-07 23:04:49
US,Mississippi,Attala,-89.57838564,33.08658803,15,0,0,2020-04-07 23:04:49
US,Iowa,Audubon,-94.90581859,41.6844628,1,0,0,2020-04-07 23:04:49
US,Ohio,Auglaize,-84.22421429999999,40.55998859,8,0,0,2020-04-07 23:04:49
US,Virginia,Augusta,-79.12461614,38.16404586,10,0,0,2020-04-07 23:04:49
US,South Dakota,Aurora,-98.56050467,43.71757685,1,0,0,2020-04-07 23:04:49
US,Texas,Austin,-96.27736949,29.88548725,6,0,0,2020-04-07 23:04:49
US,Alabama,Autauga,-86.64408227,32.53952745,12,1,0,2020-04-07 23:04:49
US,Louisiana,Avoyelles,-92.00079449,31.07796211,45,1,0,2020-04-07 23:04:49
US,Colorado,Baca,-102.5603223,37.31940883,9,0,0,2020-04-07 23:04:49
US,Georgia,Bacon,-82.45936528,31.55456473,10,0,0,2020-04-07 23:04:49
US,Florida,Baker,-82.28467476,30.33060121,15,0,0,2020-04-07 23:04:49
US,Georgia,Baker,-84.44218806,31.32669878,9,1,0,2020-04-07 23:04:49
US,Alabama,Baldwin,-87.72207058,30.72774991,42,1,0,2020-04-07 23:04:49
US,Georgia,Baldwin,-83.24701748,33.06882326,26,1,0,2020-04-07 23:04:49
US,Maryland,Baltimore,-76.62911955,39.45784712,652,11,0,2020-04-07 23:04:49
US,Maryland,Baltimore City,-76.61151012,39.30211911,459,9,0,2020-04-07 23:04:49
US,South Carolina,Bamberg,-81.05659969,33.21927586,6,0,0,2020-04-07 23:04:49
US,Georgia,Banks,-83.49644388,34.35607081,3,0,0,2020-04-07 23:04:49
US,Idaho,Bannock,-112.2233311,42.67002716,5,0,0,2020-04-07 23:04:49
US,Kansas,Barber,-98.68460053,37.2288586,1,0,0,2020-04-07 23:04:49
US,Alabama,Barbour,-85.3871286,31.868263,3,0,0,2020-04-07 23:04:49
US,West Virginia,Barbour,-80.00350858,39.1307219,3,0,0,2020-04-07 23:04:49
US,North Dakota,Barnes,-98.06605978,46.93579637,2,0,0,2020-04-07 23:04:49
US,Massachusetts,Barnstable,-70.28854339,41.72980578,405,10,0,2020-04-07 23:04:49
US,South Carolina,Barnwell,-81.43584352,33.26679302,3,0,0,2020-04-07 23:04:49
