Country,Province,Longitude,Latitude,ConfirmedCount,DeadCount,CuredCount,LastUpdateTime
China,Hubei,112.2707,30.9756,67800,3122,56927,2020-03-18 12:13:09
Italy,Italy,12.5674,41.8719,35713,2978,4025,2020-03-18 17:33:05
Iran,Iran,53.688,32.4279,17361,1135,5389,2020-03-18 12:33:02
Spain,Spain,-3.7492,40.4637,13910,623,1081,2020-03-18 13:13:13
Germany,Germany,10.4515,51.1657,12327,28,105,2020-03-18 19:33:02
France,France,2.2137,46.2276,9043,148,12,2020-03-18 18:33:02
"Korea, South","Korea, South",127.7669,35.9078,8413,84,1540,2020-03-18 02:53:03
Switzerland,Switzerland,8.2275,46.8182,3028,28,15,2020-03-18 14:53:05
United Kingdom,United Kingdom,-3.436,55.3781,2626,71,65,2020-03-18 14:53:05
US,New York,-74.9481,42.1657,2495,16,0,2020-03-18 19:33:03
Netherlands,Netherlands,5.2913,52.1326,2051,58,2,2020-03-18 13:13:15
Austria,Austria,14.5501,47.5162,1646,4,9,2020-03-18 14:53:05
Norway,Norway,8.4689,60.472,1550,6,1,2020-03-18 15:53:09
Belgium,Belgium,4.4699,50.5039,1486,14,31,2020-03-18 12:33:02
China,Guangdong,113.4244,23.3417,1370,8,1313,2020-03-18 08:53:03
Sweden,Sweden,18.6435,60.1282,1279,10,1,2020-03-18 17:53:02
China,Henan,113.614,33.882,1273,22,1250,2020-03-14 09:53:08
China,Zhejiang,120.0934,29.1832,1232,1,1216,2020-03-17 02:13:21
Denmark,Denmark,9.5018,56.2639,1057,4,1,2020-03-18 16:59:35
China,Hunan,111.7088,27.6104,1018,4,1014,2020-03-14 08:33:03
US,Washington,-121.4905,47.4009,1014,55,0,2020-03-18 14:13:56
China,Anhui,117.2264,31.8257,990,6,984,2020-03-11 02:18:14
China,Jiangxi,115.7221,27.614,935,1,934,2020-03-12 02:13:04
Japan,Japan,138.2529,36.2048,889,29,144,2020-03-18 12:33:02
Malaysia,Malaysia,101.9758,4.2105,790,2,60,2020-03-18 10:33:04
China,Shandong,118.1498,36.3427,761,7,746,2020-03-17 00:33:02
US,California,-119.6816,36.1162,751,13,0,2020-03-18 19:14:34
Cruise Ship,Diamond Princess,139.6649,35.4498,712,7,325,2020-03-18 10:33:04
China,Jiangsu,119.455,32.9711,631,0,631,2020-03-15 01:53:02
China,Chongqing,107.874,30.0572,576,6,570,2020-03-15 03:53:04
China,Sichuan,102.7103,30.6171,540,3,525,2020-03-18 02:13:05
China,Heilongjiang,127.7615,47.862,482,13,459,2020-03-18 11:53:03
China,Beijing,116.4142,40.1824,469,8,378,2020-03-18 05:33:05
Czechia,Czechia,15.473,49.8175,464,0,3,2020-03-18 10:33:04
Qatar,Qatar,51.1839,25.3548,452,0,4,2020-03-18 19:14:29
Portugal,Portugal,-8.2245,39.3999,448,2,3,2020-03-18 12:33:02
Israel,Israel,34.8516,31.0461,433,0,11,2020-03-18 14:33:15
Greece,Greece,21.8243,39.0742,418,5,8,2020-03-18 16:59:34
Brazil,Brazil,-51.9253,-14.235,372,3,2,2020-03-18 19:14:29
China,Shanghai,121.4491,31.202,361,3,326,2020-03-18 05:53:25
Finland,Finland,25.7482,61.9241,336,0,10,2020-03-18 13:13:13
China,Hebei,114.5149,38.0428,318,6,310,2020-03-13 11:09:03
US,Florida,-81.6868,27.7663,314,7,0,2020-03-18 19:14:34
Singapore,Singapore,103.8198,1.3521,313,0,114,2020-03-18 13:33:12
Pakistan,Pakistan,69.3451,30.3753,299,0,2,2020-03-18 19:14:29
