Country,Province,Longitude,Latitude,ConfirmedCount,DeadCount,CuredCount,LastUpdateTime
China,Hubei,104.195397,35.86166,1423,76.0,45.0,2020-01-27 23:59:00
China,Guangdong,104.195397,35.86166,151,0,4.0,2020-01-27 23:59:00
China,Zhejiang,104.195397,35.86166,128,0,1.0,2020-01-27 23:59:00
China,Henan,104.195397,35.86166,128,1.0,0,2020-01-27 23:59:00
China,Chongqing,104.195397,35.86166,110,0,0,2020-01-27 23:59:00
China,Hunan,104.195397,35.86166,100,0,0,2020-01-27 23:59:00
China,Beijing,104.195397,35.86166,80,1.0,2.0,2020-01-27 23:59:00
China,Shandong,104.195397,35.86166,75,0,0,2020-01-27 23:59:00
China,Jiangxi,104.195397,35.86166,72,0,2.0,2020-01-27 23:59:00
China,Anhui,104.195397,35.86166,70,0,0,2020-01-27 23:59:00
China,Sichuan,104.195397,35.86166,69,0,0,2020-01-27 23:59:00
China,Fujian,104.195397,35.86166,59,0,0,2020-01-27 23:59:00
China,Shanghai,104.195397,35.86166,53,1.0,3.0,2020-01-27 23:59:00
China,Jiangsu,104.195397,35.86166,47,0,1.0,2020-01-27 23:59:00
China,Guangxi,104.195397,35.86166,46,0,0,2020-01-27 23:59:00
China,Shaanxi,104.195397,35.86166,35,0,0,2020-01-27 23:59:00
China,Hainan,104.195397,35.86166,33,1.0,0,2020-01-27 23:59:00
China,Liaoning,104.195397,35.86166,27,0,0,2020-01-27 23:59:00
China,Yunnan,104.195397,35.86166,26,0,0,2020-01-27 23:59:00
China,Tianjin,104.195397,35.86166,23,0,0,2020-01-27 23:59:00
China,Heilongjiang,104.195397,35.86166,21,1.0,0,2020-01-27 23:59:00
China,Hebei,104.195397,35.86166,18,1.0,0,2020-01-27 23:59:00
China,Gansu,104.195397,35.86166,14,0,0,2020-01-27 23:59:00
China,Shanxi,104.195397,35.86166,13,0,0,2020-01-27 23:59:00
China,Inner Mongolia,104.195397,35.86166,11,0,0,2020-01-27 23:59:00
China,Hong Kong,104.195397,35.86166,8,0,0,2020-01-27 23:59:00
China,Guizhou,104.195397,35.86166,7,0,0,2020-01-27 23:59:00
China,Ningxia,104.195397,35.86166,7,0,0,2020-01-27 23:59:00
China,Jilin,104.195397,35.86166,6,0,0,2020-01-27 23:59:00
China,Macau,104.195397,35.86166,6,0,0,2020-01-27 23:59:00
China,Qinghai,104.195397,35.86166,6,0,0,2020-01-27 23:59:00
China,Taiwan,104.195397,35.86166,5,0,0,2020-01-27 23:59:00
China,Xinjiang,104.195397,35.86166,5,0,0,2020-01-27 23:59:00
Japan,Japan,138.252924,36.204824,4,0,1.0,2020-01-27 23:59:00
Thailand,Thailand,100.992541,15.870032,8,0,2.0,2020-01-27 23:59:00
South Korea,South Korea,-54.385628,-76.697372,4,0,0,2020-01-27 23:59:00
Singapore,Singapore,103.819836,1.352083,5,0,0,2020-01-27 23:59:00
Vietnam,Vietnam,108.277199,14.058324,2,0,0,2020-01-27 23:59:00
France,France,2.213749,46.227638,3,0,0,2020-01-27 23:59:00
Nepal,Nepal,84.124008,28.394857,1,0,0,2020-01-27 23:59:00
Malaysia,Malaysia,101.975766,4.210484,4,0,0,2020-01-27 23:59:00
Canada,Ontario,-106.346771,56.130366,1,0,0,2020-01-27 23:59:00
Cambodia,Cambodia,104.990963,12.565679,1,0,0,2020-01-27 23:59:00
Sri Lanka,Sri Lanka,80.771797,7.873054,1,0,0,2020-01-27 23:59:00
Australia,New South Wales,133.775136,-25.274398,4,0,0,2020-01-27 23:59:00
Australia,Victoria,133.775136,-25.274398,1,0,0,2020-01-27 23:59:00
