Country,Province,Longitude,Latitude,ConfirmedCount,DeadCount,CuredCount,LastUpdateTime
China,Hubei,112.2707,30.9756,67799,3111,56003,2020-03-17 11:53:10
Italy,Italy,12.5674,41.8719,31506,2503,2941,2020-03-17 18:33:02
Iran,Iran,53.688,32.4279,16169,988,5389,2020-03-17 15:13:09
Spain,Spain,-3.7492,40.4637,11748,533,1028,2020-03-17 20:53:02
Germany,Germany,10.4515,51.1657,9257,24,67,2020-03-17 18:53:02
"Korea, South","Korea, South",127.7669,35.9078,8320,81,1407,2020-03-17 10:33:03
France,France,2.2137,46.2276,7652,148,12,2020-03-17 19:13:08
Switzerland,Switzerland,8.2275,46.8182,2700,27,4,2020-03-17 16:33:04
United Kingdom,United Kingdom,-3.436,55.3781,1950,55,52,2020-03-17 15:13:09
US,New York,-74.9481,42.1657,1706,13,0,2020-03-17 22:53:03
Netherlands,Netherlands,5.2913,52.1326,1705,43,2,2020-03-17 15:13:11
Norway,Norway,8.4689,60.472,1463,3,1,2020-03-17 19:53:02
China,Guangdong,113.4244,23.3417,1364,8,1307,2020-03-17 01:53:03
Austria,Austria,14.5501,47.5162,1332,3,1,2020-03-17 15:33:06
China,Henan,113.614,33.882,1273,22,1250,2020-03-14 09:53:08
Belgium,Belgium,4.4699,50.5039,1243,10,1,2020-03-17 15:33:06
China,Zhejiang,120.0934,29.1832,1232,1,1216,2020-03-17 02:13:21
Sweden,Sweden,18.6435,60.1282,1190,7,1,2020-03-17 15:33:06
US,Washington,-121.4905,47.4009,1076,55,1,2020-03-17 23:33:03
China,Hunan,111.7088,27.6104,1018,4,1014,2020-03-14 08:33:03
China,Anhui,117.2264,31.8257,990,6,984,2020-03-11 02:18:14
Denmark,Denmark,9.5018,56.2639,977,4,1,2020-03-17 16:33:04
China,Jiangxi,115.7221,27.614,935,1,934,2020-03-12 02:13:04
Japan,Japan,138.2529,36.2048,878,29,144,2020-03-17 16:53:04
China,Shandong,118.1498,36.3427,761,7,746,2020-03-17 00:33:02
US,California,-119.6816,36.1162,698,12,6,2020-03-17 22:53:03
Cruise Ship,Diamond Princess,139.6649,35.4498,696,7,325,2020-03-13 14:13:25
Malaysia,Malaysia,101.9758,4.2105,673,2,49,2020-03-17 15:33:06
China,Jiangsu,119.455,32.9711,631,0,631,2020-03-15 01:53:02
China,Chongqing,107.874,30.0572,576,6,570,2020-03-15 03:53:04
China,Sichuan,102.7103,30.6171,540,3,520,2020-03-17 08:33:02
China,Heilongjiang,127.7615,47.862,482,13,456,2020-03-17 01:33:02
China,Beijing,116.4142,40.1824,456,8,369,2020-03-17 10:53:03
Portugal,Portugal,-8.2245,39.3999,448,1,3,2020-03-17 15:33:06
Qatar,Qatar,51.1839,25.3548,439,0,4,2020-03-16 15:13:09
Czechia,Czechia,15.473,49.8175,396,0,3,2020-03-17 15:33:06
Greece,Greece,21.8243,39.0742,387,5,8,2020-03-17 16:33:04
China,Shanghai,121.4491,31.202,358,3,325,2020-03-17 02:13:20
Israel,Israel,34.8516,31.0461,337,0,11,2020-03-17 20:53:02
Brazil,Brazil,-51.9253,-14.235,321,1,2,2020-03-17 15:33:06
Finland,Finland,25.7482,61.9241,321,0,10,2020-03-17 12:33:06
China,Hebei,114.5149,38.0428,318,6,310,2020-03-13 11:09:03
China,Fujian,117.9874,26.0789,296,1,295,2020-03-11 02:18:14
Slovenia,Slovenia,14.9955,46.1512,275,1,0,2020-03-17 16:53:04
