continent,country,locationId,longitude,latitude,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,updateTime
Africa,Swaziland,984010,31.465866,-26.522503,25,36,0,10,1,1587686564.335
South America,Bolivia,973002,-63.588653,-16.290154,572,609,0,0,37,1587686564.335
Europe,Andorra,965002,1.601554,42.546245,354,724,0,333,37,1587686564.335
Africa,Morocco,981004,-7.09262,31.791702,2957,3568,0,456,155,1587686564.335
Europe,Greece,965007,21.824312,39.074208,2319,2463,0,19,125,1587686564.335
Asia,Brunei,952002,114.727669,4.535277,22,138,0,115,1,1587686564.335
Asia,Israel,955009,34.851612,31.046051,9067,14592,0,5334,191,1587686564.335
Asia,Cyprus,955005,33.429859,35.126413,778,795,0,0,17,1587686564.335
Oceania,Australia,990001,133.775136,-25.274398,2289,6654,0,4291,74,1587686564.335
Africa,Mozambique,984008,35.529562,-18.665695,38,46,0,8,0,1587686564.335
Africa,Burkina Faso,982002,-1.561593,12.238333,165,616,0,410,41,1587686564.335
Asia,Japan,951002,138.252924,36.204824,11036,12429,0,1069,324,1587686564.335
Africa,Egypt,981002,30.802498,26.820553,2600,3891,0,1004,287,1587686564.335
Africa,Ghana,982006,-1.023194,7.946527,1025,1154,0,120,9,1587686564.335
Oceania,New Zealand,990007,174.885971,-40.900557,31,1112,4,1065,16,1587686564.335
Europe,Switzerland,963008,8.227512,46.818188,6126,28275,0,20600,1549,1587686564.335
South America,Brazil,973003,-51.92528,-14.235004,19606,49492,0,26573,3313,1587686564.335
Europe,Lithuania,964004,23.881275,55.169438,960,1398,0,399,39,1587686564.335
Asia,Philippines,952008,121.774017,12.879721,5797,6981,0,722,462,1587686564.335
Africa,Tunisia,981006,9.537499,33.886917,690,918,0,190,38,1587686564.335
Europe,Luxembourg,961004,6.129583,49.815273,3341,3665,0,241,83,1587686564.335
Africa,Guinea,0,-9.696645,9.945587,686,862,0,170,6,1587686564.335
Asia,Azerbaijan,955003,47.576927,40.143105,580,1548,0,948,20,1587686564.335
South America,Uruguay,973011,-55.765835,-32.522779,200,549,0,337,12,1587686564.335
Europe,Albania,965001,20.168331,41.153332,309,663,0,327,27,1587686564.335
Europe,Poland,963006,19.145136,51.919438,8317,10511,0,1740,454,1587686564.335
Europe,Germany,963003,10.451526,51.165691,39652,148046,0,103300,5094,1587686564.335
Africa,Kenya,985005,37.906193,-0.023559,217,320,0,89,14,1587686564.335
South America,Peru,973008,-75.015152,-9.189967,12920,20914,0,7422,572,1587686564.335
Africa,Nigeria,982013,8.675277,9.081999,753,981,0,197,31,1587686564.335
Africa,Djibouti,985002,42.590275,11.825138,732,986,0,252,2,1587686564.335
Africa,Uganda,985010,32.290275,1.373333,46,74,0,28,0,1587686564.335
North America,Canada,971001,-106.346771,56.130366,25978,42110,0,13986,2146,1587686564.335
South America,Guyana,973007,-58.93018,4.860416,54,70,0,9,7,1587686564.335
Asia,India,953003,78.96288,20.593684,16689,21700,0,4325,686,1587683998.241
Asia,Armenia,955002,45.038189,40.069099,816,1473,0,633,24,1587683998.241
North America,Panama,972007,-80.782127,8.537981,4676,4821,0,4,141,1587683998.241
Asia,Iraq,955008,43.679291,33.223191,423,1677,0,1171,83,1587683998.241
Asia,Pakistan,953006,69.345116,30.375321,7952,10513,0,2337,224,1587683998.241
North America,Trinidad and Tobago,974013,-61.222503,10.691803,107,115,0,0,8,1587683998.241
Africa,Liberia,982009,-9.429499,6.428055,86,101,0,7,8,1587683998.241
Asia,Malaysia,952007,101.975766,4.210484,1966,5603,0,3542,95,1587683998.241
Europe,United Kingdom,961007,-3.435973,55.378051,118996,138078,0,344,18738,1587683998.241
Oceania,Papua New Guinea,990009,143.95555,-6.314993,8,8,0,0,0,1587683998.241
Asia,Indonesia,952005,113.921327,-0.789275,6168,7775,0,960,647,1587683998.241
North America,Mexico,971003,-102.552784,23.634501,9573,10544,0,1,970,1587683998.241
Asia,Uzbekistan,954005,64.585262,41.377491,1484,1716,0,225,7,1587683998.241
Asia,Nepal,953005,84.124008,28.394857,43,45,0,2,0,1587683998.241
Asia,Bahrain,955004,50.637772,25.930414,1008,2098,0,1082,8,1587683998.241
North America,Bahamas,974002,-77.39628,25.03428,56,65,0,0,9,1587683998.241
Africa,Botswana,984002,24.684866,-22.328474,21,22,0,0,1,1587683998.241
North America,Haiti,974008,-72.285215,18.971187,54,58,0,0,4,1587683998.241
Europe,Finland,962002,25.748151,61.92411,4102,4284,0,10,172,1587683998.241
Asia,Singapore,952009,103.819836,1.352083,10483,11178,0,683,12,1587683998.241
Asia,Vietnam,952011,108.277199,14.058324,99,268,0,169,0,1587683998.241
Africa,Senegal,982014,-14.452362,14.497401,216,479,0,257,6,1587683998.241
Asia,Saudi Arabia,955016,45.079162,23.885942,11884,13930,0,1925,121,1587683998.241
Europe,Malta,965019,14.375416,35.937496,397,444,0,44,3,1587683998.241
Africa,Madagascar,984005,46.869107,-18.766947,86,121,0,35,0,1587683998.241
Asia,Oman,955013,55.923255,21.512583,1401,1716,0,307,8,1587683998.241
South America,Argentina,973001,-63.616672,-38.416097,2392,3288,0,737,159,1587683998.241
Asia,Mongolia,0,103.846656,46.862496,30,35,0,5,0,1587683998.241
North America,Saint Vincent and the Grenadines,974012,-61.287228,12.984305,13,13,0,0,0,1587683998.241
Asia,Qatar,955015,51.183884,25.354826,7004,7764,0,750,10,1587683998.241
North America,Dominican Republic,974006,-70.162651,18.735693,5040,5300,0,0,260,1587683998.241
North America,Honduras,972005,-86.241905,15.199999,464,510,0,0,46,1587683998.241
Africa,Sierra Leone,982015,-11.779889,8.460555,53,64,0,10,1,1587683998.241
North America,El Salvador,972003,-88.89653,13.794185,230,237,0,0,7,1587683998.241
Oceania,Guam,0,144.793731,13.444304,131,136,0,0,5,1587683998.241
Europe,Moldova,964005,28.369885,47.411631,2197,2778,0,505,76,1587683998.241
Africa,Central African Republic,983002,20.939444,6.611111,7,17,0,10,0,1587683998.241
North America,Antigua and Barbuda,974001,-61.796428,17.060816,21,24,0,0,3,1587683998.241
Asia,United Arab Emirates,955019,53.847818,23.424076,7063,8756,0,1637,56,1587683998.241
Africa,Malawi,984006,34.301525,-13.254308,27,33,0,3,3,1587657344.004
Europe,Hungary,963004,19.503304,47.162494,1655,2284,0,390,239,1587657344.004
Africa,Libya,981003,17.228331,26.3351,44,60,0,15,1,1587657344.004
South America,Colombia,973005,-74.297333,4.570868,4065,4356,0,85,206,1587657344.004
Asia,Maldives,953004,73.22068,3.202778,78,94,0,16,0,1587657344.004
Africa,Sudan,981005,30.217636,12.862807,135,162,0,14,13,1587657344.004
Europe,Spain,965015,-3.74922,40.463667,101617,213024,0,89250,22157,1587657344.004
Europe,Netherlands,961006,5.291266,52.132633,31261,35729,0,291,4177,1587657344.004
South America,French Guiana,0,-53.125782,3.933889,96,97,0,0,1,1587647954.928
Oceania,French Polynesia,0,-149.406843,-17.679742,57,57,0,0,0,1587647954.928
South America,Suriname,973010,-56.027783,3.919305,3,10,0,6,1,1587647954.928
Asia,Laos,952006,102.495496,19.85627,19,19,0,0,0,1587647954.928
Oceania,Fiji,990002,179.414413,-16.578193,18,18,0,0,0,1587647954.928
Africa,Togo,982016,0.824782,8.619543,26,88,0,56,6,1587647954.928
Africa,Algeria,981001,1.659626,28.033886,1409,2910,0,1099,402,1587647954.928
North America,Barbados,974003,-59.543198,13.193887,70,75,0,0,5,1587647954.928
Africa,Angola,984001,17.873887,-11.202692,16,24,0,6,2,1587647954.928
Africa,Zimbabwe,984013,29.154857,-19.015438,22,28,0,2,4,1587647954.928
North America,Belize,972001,-88.49765,17.189877,16,18,0,0,2,1587647954.928
North America,Nicaragua,972006,-85.207229,12.865416,8,10,0,0,2,1587647954.928
Europe,Monaco,961005,7.412841,43.750298,92,98,0,3,3,1587647954.928
Europe,Belgium,961001,4.469936,50.503887,26507,42797,0,9800,6490,1587647954.928
Europe,Liechtenstein,963005,9.555373,47.166,81,82,0,0,1,1587647954.928
Africa,Gambia,982005,-15.310139,13.443182,7,10,0,2,1,1587647954.928
Africa,Chad,982003,18.732207,15.454166,34,34,0,0,0,1587647954.928
Africa,Benin,982001,2.315834,9.30769,26,54,0,27,1,1587647954.928
Asia,Syria,955017,38.996815,34.802075,33,42,0,6,3,1587647954.928
Africa,Namibia,984009,18.49041,-22.95764,13,16,0,3,0,1587647954.928
Africa,Seychelles,985007,55.491977,-4.679574,11,11,0,0,0,1587647954.928
Europe,United Kingdom,0,-3.435973,55.378051,12,20,0,8,0,1582952928.516
