continent,country,locationId,longitude,latitude,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,updateTime
Europe,Poland,963006,19.145136,51.919438,2498,2554,0,13,43,1585819081.896
Europe,Latvia,964003,24.603189,56.879635,446,446,0,0,0,1585819081.896
Europe,Luxembourg,961004,6.129583,49.815273,2290,2319,0,0,29,1585819081.896
Asia,Jordan,955010,36.238414,30.585164,237,278,0,36,5,1585819081.896
Europe,Moldova,964005,28.369885,47.411631,396,423,0,22,5,1585819081.896
Asia,Japan,951002,138.252924,36.204824,2051,2526,0,404,71,1585819081.896
Asia,Philippines,952008,121.774017,12.879721,2475,2633,0,51,107,1585819081.896
Africa,Tunisia,981006,9.537499,33.886917,411,423,0,0,12,1585819081.896
Europe,Denmark,962001,9.501785,56.26392,2109,3107,0,894,104,1585819081.896
Europe,Bulgaria,965004,25.48583,42.733883,438,449,0,3,8,1585819081.896
Europe,Slovenia,965014,14.995463,46.151241,799,814,0,0,15,1585819081.896
Europe,Albania,965001,20.168331,41.153332,234,259,0,10,15,1585817581.536
Asia,China,951001,104.195397,35.86166,2834,82771,0,76610,3327,1585817581.536
Europe,Belgium,961001,4.469936,50.503887,11004,13964,0,2132,828,1585817581.536
Africa,Morocco,981004,-7.09262,31.791702,608,676,0,29,39,1585817581.536
Africa,Cameroon,983001,12.354722,7.369722,262,271,0,3,6,1585816321.399
Asia,Vietnam,952011,108.277199,14.058324,164,222,0,58,0,1585816321.399
North America,Puerto Rico,0,-66.590149,18.220833,231,239,0,0,8,1585816321.399
Oceania,Australia,990001,133.775136,-25.274398,4991,5133,0,119,23,1585816321.399
Asia,Oman,955013,55.923255,21.512583,189,231,0,41,1,1585816321.399
Africa,Ghana,982006,-1.023194,7.946527,187,195,0,3,5,1585816321.399
Asia,Malaysia,952007,101.975766,4.210484,2218,2908,0,645,45,1585816321.399
South America,Chile,973004,-71.542969,-35.675147,2781,3031,0,234,16,1585816321.399
