continent,country,locationId,longitude,latitude,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,updateTime
Asia,Azerbaijan,955003,47.576927,40.143105,595,1480,0,865,20,2020-04-22 08:08:59
North America,Trinidad and Tobago,974013,-61.222503,10.691803,106,114,0,0,8,2020-04-22 08:08:59
Europe,Romania,965011,24.96676,45.943161,6607,9242,0,2153,482,2020-04-22 08:08:59
Asia,Armenia,955002,45.038189,40.069099,768,1401,0,609,24,2020-04-22 08:08:59
Asia,Kuwait,955011,47.481766,29.31166,1657,2080,0,412,11,2020-04-22 08:08:59
Europe,Croatia,965005,15.2,45.1,1059,1908,0,801,48,2020-04-22 08:08:59
Europe,Ireland,961003,-8.24389,53.41291,15248,16040,0,62,730,2020-04-22 08:08:59
Europe,Andorra,965002,1.601554,42.546245,398,717,0,282,37,2020-04-22 08:08:59
Europe,Iceland,962003,-19.020835,64.963051,351,1778,0,1417,10,2020-04-22 08:08:59
Europe,Slovenia,965014,14.995463,46.151241,1070,1344,0,197,77,2020-04-22 08:08:59
Europe,Bulgaria,965004,25.48583,42.733883,779,975,0,153,43,2020-04-22 08:08:59
South America,Paraguay,973009,-58.443832,-23.442503,170,208,0,30,8,2020-04-22 08:08:59
Africa,Burkina Faso,982002,-1.561593,12.238333,200,600,0,362,38,2020-04-22 07:57:49
Africa,Egypt,981002,30.802498,26.820553,2356,3490,0,870,264,2020-04-22 07:57:49
Asia,Syria,955017,38.996815,34.802075,33,42,0,6,3,2020-04-22 07:57:49
Europe,Sweden,962005,18.643501,60.128161,13052,15384,0,537,1795,2020-04-22 07:57:49
Africa,South Africa,984011,22.937506,-30.559482,2352,3465,0,1055,58,2020-04-22 07:57:49
Africa,Swaziland,984010,31.465866,-26.522503,20,31,0,10,1,2020-04-22 07:57:49
Africa,Mauritius,984014,57.552152,-20.348404,76,328,0,243,9,2020-04-22 07:57:49
Europe,Norway,962004,8.468946,60.472024,7009,7191,0,0,182,2020-04-22 07:57:49
Africa,Ghana,982006,-1.023194,7.946527,934,1042,0,99,9,2020-04-22 07:52:45
North America,Puerto Rico,0,-66.590149,18.220833,1189,1252,0,0,63,2020-04-22 07:52:45
Asia,Jordan,955010,36.238414,30.585164,124,428,0,297,7,2020-04-22 07:52:45
North America,Canada,971001,-106.346771,56.130366,23400,38422,0,13188,1834,2020-04-22 07:52:45
South America,Peru,973008,-75.015152,-9.189967,10371,17837,0,6982,484,2020-04-22 07:52:45
North America,Dominican Republic,974006,-70.162651,18.735693,4729,4964,0,0,235,2020-04-22 07:52:45
Africa,Kenya,985005,37.906193,-0.023559,208,296,0,74,14,2020-04-22 07:52:45
Europe,Germany,963003,10.451526,51.165691,43659,143457,0,95200,4598,2020-04-22 07:52:45
North America,El Salvador,972003,-88.89653,13.794185,211,218,0,0,7,2020-04-22 07:52:45
Asia,Thailand,952010,100.992541,15.870032,655,2811,0,2108,48,2020-04-22 07:52:45
Asia,Pakistan,953006,69.345116,30.375321,7328,9595,0,2066,201,2020-04-22 07:52:45
Asia,Iraq,955008,43.679291,33.223191,423,1602,0,1096,83,2020-04-22 07:52:45
Asia,India,953003,78.96288,20.593684,15122,18985,0,3260,603,2020-04-22 07:52:45
North America,Jamaica,974009,-77.297508,18.109581,191,196,0,0,5,2020-04-22 07:52:45
Europe,Russia,964006,105.318756,61.52401,48434,52763,0,3873,456,2020-04-22 07:52:45
North America,Mexico,971003,-102.552784,23.634501,8059,8772,0,1,712,2020-04-22 07:52:45
Asia,Uzbekistan,954005,64.585262,41.377491,1427,1657,0,225,5,2020-04-22 07:52:45
Europe,Greece,965007,21.824312,39.074208,2261,2401,0,19,121,2020-04-22 07:52:45
South America,Colombia,973005,-74.297333,4.570868,3528,3792,0,85,179,2020-04-22 07:52:45
Europe,Belarus,964001,27.953389,53.709807,6091,6723,0,577,55,2020-04-22 07:52:45
Europe,Denmark,962001,9.501785,56.26392,4577,7695,0,2748,370,2020-04-22 07:52:45
Asia,Malaysia,952007,101.975766,4.210484,2041,5482,0,3349,92,2020-04-22 07:52:45
Europe,Lithuania,964004,23.881275,55.169438,1014,1350,0,298,38,2020-04-22 07:35:32
Asia,Saudi Arabia,955016,45.079162,23.885942,9882,11631,0,1640,109,2020-04-22 07:35:32
Europe,Moldova,964005,28.369885,47.411631,2036,2614,0,505,73,2020-04-22 07:35:32
Europe,Ukraine,964007,31.16558,48.379433,5597,6125,0,367,161,2020-04-22 07:35:32
Asia,Bangladesh,953001,90.356331,23.684994,2762,2948,0,85,101,2020-04-22 07:35:32
Europe,Estonia,964002,25.013607,58.595272,1340,1552,0,169,43,2020-04-22 07:35:32
Africa,Ethiopia,985004,40.489673,9.145,95,114,0,16,3,2020-04-22 07:35:32
Europe,Belgium,961001,4.469936,50.503887,25956,40956,0,9002,5998,2020-04-22 07:34:31
Asia,Oman,955013,55.923255,21.512583,1262,1508,0,238,8,2020-04-22 07:32:29
Africa,Gambia,982005,-15.310139,13.443182,7,10,0,2,1,2020-04-22 07:32:29
Asia,Philippines,952008,121.774017,12.879721,5508,6599,0,654,437,2020-04-22 07:32:29
Asia,Mongolia,0,103.846656,46.862496,28,33,0,5,0,2020-04-22 07:32:29
North America,Saint Vincent and the Grenadines,974012,-61.287228,12.984305,12,12,0,0,0,2020-04-22 07:32:29
Europe,Monaco,961005,7.412841,43.750298,92,98,0,3,3,2020-04-22 07:32:29
Europe,Liechtenstein,963005,9.555373,47.166,81,82,0,0,1,2020-04-22 07:32:29
Asia,Japan,951002,138.252924,36.204824,10193,11543,0,1069,281,2020-04-22 07:32:29
North America,Nicaragua,972006,-85.207229,12.865416,7,9,0,0,2,2020-04-22 07:32:29
North America,Belize,972001,-88.49765,17.189877,16,18,0,0,2,2020-04-22 07:32:29
North America,Haiti,974008,-72.285215,18.971187,44,47,0,0,3,2020-04-22 07:32:29
Africa,Botswana,984002,24.684866,-22.328474,19,20,0,0,1,2020-04-22 07:32:29
Africa,Angola,984001,17.873887,-11.202692,16,24,0,6,2,2020-04-22 07:32:29
Africa,Mozambique,984008,35.529562,-18.665695,31,39,0,8,0,2020-04-22 07:32:29
Asia,Maldives,953004,73.22068,3.202778,51,67,0,16,0,2020-04-22 07:32:29
Oceania,Australia,990001,133.775136,-25.274398,2296,6625,0,4258,71,2020-04-22 07:32:29
North America,Antigua and Barbuda,974001,-61.796428,17.060816,20,23,0,0,3,2020-04-22 07:32:29
Europe,Netherlands,961006,5.291266,52.132633,29927,34134,0,291,3916,2020-04-22 07:32:29
Africa,Cameroon,983001,12.354722,7.369722,816,1163,0,305,42,2020-04-22 07:32:29
Africa,Central African Republic,983002,20.939444,6.611111,4,14,0,10,0,2020-04-22 07:32:29
Africa,Benin,982001,2.315834,9.30769,26,54,0,27,1,2020-04-22 07:32:29
South America,Guyana,973007,-58.93018,4.860416,50,66,0,9,7,2020-04-22 07:32:29
Asia,United Arab Emirates,955019,53.847818,23.424076,6266,7755,0,1443,46,2020-04-22 07:32:29
Africa,Seychelles,985007,55.491977,-4.679574,11,11,0,0,0,2020-04-22 07:32:29
Africa,Namibia,984009,18.49041,-22.95764,13,16,0,3,0,2020-04-22 07:32:29
Africa,Chad,982003,18.732207,15.454166,33,33,0,0,0,2020-04-22 07:32:29
Europe,Spain,965015,-3.74922,40.463667,100382,204178,0,82514,21282,2020-04-22 07:32:29
Africa,Sierra Leone,982015,-11.779889,8.460555,44,50,0,6,0,2020-04-22 07:32:29
North America,Honduras,972005,-86.241905,15.199999,431,477,0,0,46,2020-04-22 07:32:29
Asia,Qatar,955015,51.183884,25.354826,5910,6533,0,614,9,2020-04-22 07:32:29
Europe,Luxembourg,961004,6.129583,49.815273,3299,3618,0,241,78,2020-04-22 07:32:29
Europe,Albania,965001,20.168331,41.153332,256,609,0,327,26,2020-04-22 07:32:29
South America,Suriname,973010,-56.027783,3.919305,5,10,0,4,1,2020-04-22 07:32:29
Europe,France,961002,2.213749,46.227638,57347,117324,0,39181,20796,2020-04-22 07:32:29
Asia,Laos,952006,102.495496,19.85627,19,19,0,0,0,2020-04-22 07:32:29
Europe,Hungary,963004,19.503304,47.162494,1598,2098,0,287,213,2020-04-22 07:32:29
Africa,Malawi,984006,34.301525,-13.254308,13,18,0,3,2,2020-04-22 07:32:29
Asia,Georgia,955006,43.356892,42.315407,309,408,0,95,4,2020-04-22 07:32:29
Europe,Portugal,965010,-8.224454,39.399872,19700,21379,0,917,762,2020-04-22 07:32:29
Oceania,French Polynesia,0,-149.406843,-17.679742,56,56,0,0,0,2020-04-22 07:32:29
Europe,San Marino,965012,12.457777,43.94236,421,462,0,2,39,2020-04-22 07:32:29
Asia,Iran,955007,53.688046,32.427908,18540,84802,0,60965,5297,2020-04-22 07:32:29
South America,French Guiana,0,-53.125782,3.933889,96,97,0,0,1,2020-04-22 07:32:29
Asia,Bahrain,955004,50.637772,25.930414,1162,1952,0,783,7,2020-04-22 07:32:29
South America,Bolivia,973002,-63.588653,-16.290154,531,564,0,0,33,2020-04-22 07:32:29
Asia,Nepal,953005,84.124008,28.394857,30,32,0,2,0,2020-04-22 07:32:29
North America,Bahamas,974002,-77.39628,25.03428,51,60,0,0,9,2020-04-22 07:32:29
Asia,Indonesia,952005,113.921327,-0.789275,5423,6760,0,747,590,2020-04-22 07:32:29
North America,Barbados,974003,-59.543198,13.193887,70,75,0,0,5,2020-04-22 07:32:29
Asia,Turkey,955018,35.243322,38.963745,78414,95591,0,14918,2259,2020-04-22 07:32:29
South America,Ecuador,973006,-78.183406,-1.831239,9120,10128,0,501,507,2020-04-22 07:32:29
Europe,Italy,965008,12.56738,41.87194,107709,183957,0,51600,24648,2020-04-22 07:32:29
Africa,Libya,981003,17.228331,26.3351,36,51,0,14,1,2020-04-22 07:32:29
Oceania,Papua New Guinea,990009,143.95555,-6.314993,7,7,0,0,0,2020-04-22 07:32:29
Oceania,Fiji,990002,179.414413,-16.578193,18,18,0,0,0,2020-04-22 07:32:29
Africa,Liberia,982009,-9.429499,6.428055,86,101,0,7,8,2020-04-22 07:32:29
North America,Guatemala,972004,-90.230759,15.783471,282,289,0,0,7,2020-04-22 07:32:29
Africa,Togo,982016,0.824782,8.619543,30,84,0,49,5,2020-04-22 07:32:29
Europe,United Kingdom,961007,-3.435973,55.378051,111363,129044,0,344,17337,2020-04-22 07:32:29
Europe,United Kingdom,0,-3.435973,55.378051,12,20,0,8,0,2020-02-29 13:08:48
