continent,country,locationId,longitude,latitude,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,updateTime
Asia,China,951001,104.195397,35.86166,1693,84239,0,77904,4642,1587369028.697
South America,Uruguay,973011,-55.765835,-32.522779,220,528,0,298,10,1587366031.804
Asia,Azerbaijan,955003,47.576927,40.143105,667,1398,0,712,19,1587366031.804
Europe,Albania,965001,20.168331,41.153332,259,562,0,277,26,1587366031.804
Africa,Niger,982011,8.081666,17.607789,507,639,0,113,19,1587366031.804
Europe,Luxembourg,961004,6.129583,49.815273,3236,3550,0,241,73,1587366031.804
Africa,Guinea,0,-9.696645,9.945587,487,579,0,87,5,1587366031.804
Asia,Qatar,955015,51.183884,25.354826,4922,5448,0,518,8,1587366031.804
North America,El Salvador,972003,-88.89653,13.794185,183,190,0,0,7,1587366031.804
Europe,Germany,963003,10.451526,51.165691,45768,141672,0,91500,4404,1587366031.804
Oceania,Guam,0,144.793731,13.444304,131,136,0,0,5,1587366031.804
Africa,Kenya,985005,37.906193,-0.023559,189,270,0,67,14,1587366031.804
North America,Honduras,972005,-86.241905,15.199999,411,457,0,0,46,1587366031.804
North America,Dominican Republic,974006,-70.162651,18.735693,4118,4335,0,0,217,1587366031.804
Africa,Sudan,981005,30.217636,12.862807,54,66,0,2,10,1587366031.804
Europe,Poland,963006,19.145136,51.919438,7887,9287,0,1040,360,1587366031.804
Africa,Sierra Leone,982015,-11.779889,8.460555,35,35,0,0,0,1587366031.804
Europe,Latvia,964003,24.603189,56.879635,658,727,0,64,5,1587366031.804
Europe,Spain,965015,-3.74922,40.463667,98134,195944,0,77357,20453,1587366031.804
Africa,Nigeria,982013,8.675277,9.081999,436,627,0,170,21,1587366031.804
North America,Cuba,974004,-77.781167,21.521757,954,986,0,0,32,1587366031.804
Africa,Djibouti,985002,42.590275,11.825138,742,846,0,102,2,1587366031.804
South America,Peru,973008,-75.015152,-9.189967,8417,15628,0,6811,400,1587366031.804
Africa,Chad,982003,18.732207,15.454166,33,33,0,0,0,1587366031.804
Europe,Moldova,964005,28.369885,47.411631,1948,2472,0,457,67,1587366031.804
Africa,Namibia,984009,18.49041,-22.95764,13,16,0,3,0,1587366031.804
Africa,Seychelles,985007,55.491977,-4.679574,11,11,0,0,0,1587366031.804
Asia,United Arab Emirates,955019,53.847818,23.424076,5454,6781,0,1286,41,1587366031.804
South America,Guyana,973007,-58.93018,4.860416,49,65,0,9,7,1587366031.804
North America,Canada,971001,-106.346771,56.130366,21626,35056,0,11843,1587,1587366031.804
Asia,Jordan,955010,36.238414,30.585164,134,417,0,276,7,1587366031.804
Africa,Central African Republic,983002,20.939444,6.611111,2,12,0,10,0,1587366031.804
Africa,Benin,982001,2.315834,9.30769,18,37,0,18,1,1587366031.804
Asia,Syria,955017,38.996815,34.802075,31,39,0,5,3,1587366031.804
Africa,Uganda,985010,32.290275,1.373333,27,55,0,28,0,1587366031.804
Africa,Cameroon,983001,12.354722,7.369722,669,1016,0,305,42,1587366031.804
Europe,Netherlands,961006,5.291266,52.132633,28680,32655,0,291,3684,1587366031.804
North America,Antigua and Barbuda,974001,-61.796428,17.060816,21,23,0,0,2,1587366031.804
Africa,Zimbabwe,984013,29.154857,-19.015438,20,25,0,2,3,1587366031.804
Oceania,Australia,990001,133.775136,-25.274398,6398,6586,0,119,69,1587366031.804
Africa,Mozambique,984008,35.529562,-18.665695,31,39,0,8,0,1587366031.804
Asia,Maldives,953004,73.22068,3.202778,36,52,0,16,0,1587366031.804
Europe,Finland,962002,25.748151,61.92411,3679,3783,0,10,94,1587366031.804
Africa,Angola,984001,17.873887,-11.202692,16,24,0,6,2,1587366031.804
Africa,Botswana,984002,24.684866,-22.328474,14,15,0,0,1,1587366031.804
Asia,Israel,955009,34.851612,31.046051,9565,13491,0,3754,172,1587366031.804
North America,Haiti,974008,-72.285215,18.971187,41,44,0,0,3,1587366031.804
Asia,Cyprus,955005,33.429859,35.126413,750,767,0,0,17,1587366031.804
Africa,Senegal,982014,-14.452362,14.497401,144,367,0,220,3,1587366031.804
North America,Belize,972001,-88.49765,17.189877,16,18,0,0,2,1587366031.804
Asia,Vietnam,952011,108.277199,14.058324,99,268,0,169,0,1587366031.804
Africa,Egypt,981002,30.802498,26.820553,2173,3144,0,732,239,1587366031.804
North America,Nicaragua,972006,-85.207229,12.865416,8,9,0,0,1,1587366031.804
North America,Puerto Rico,0,-66.590149,18.220833,1058,1118,0,0,60,1587366031.804
Africa,Burkina Faso,982002,-1.561593,12.238333,202,576,0,338,36,1587366031.804
Asia,Japan,951002,138.252924,36.204824,9500,10807,0,1069,238,1587366031.804
Asia,Singapore,952009,103.819836,1.352083,5894,6588,0,683,11,1587366031.804
Europe,Malta,965019,14.375416,35.937496,379,426,0,44,3,1587366031.804
Europe,Liechtenstein,963005,9.555373,47.166,81,82,0,0,1,1587366031.804
Africa,Madagascar,984005,46.869107,-18.766947,85,120,0,35,0,1587366031.804
Europe,Bosnia and Herzegovina,965003,17.679076,43.915886,872,1268,0,347,49,1587366031.804
Europe,Belgium,961001,4.469936,50.503887,24056,38496,0,8757,5683,1587366031.804
Europe,Monaco,961005,7.412841,43.750298,92,98,0,3,3,1587366031.804
Africa,Ghana,982006,-1.023194,7.946527,934,1042,0,99,9,1587366031.804
Asia,Saudi Arabia,955016,45.079162,23.885942,7867,9362,0,1398,97,1587366031.804
