continent,country,locationId,longitude,latitude,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,updateTime
Africa,Gabon,983004,11.609444,-0.803689,112,120,0,7,1,1587430449.405
Europe,Iceland,962003,-19.020835,64.963051,401,1773,0,1362,10,1587430449.405
South America,Colombia,973005,-74.297333,4.570868,3370,3621,0,85,166,1587430449.405
Asia,Indonesia,952005,113.921327,-0.789275,5423,6760,0,747,590,1587430449.405
Africa,Ethiopia,985004,40.489673,9.145,92,111,0,16,3,1587430449.405
Asia,Afghanistan,955001,67.709953,33.93911,856,1026,0,135,35,1587430449.405
North America,Barbados,974003,-59.543198,13.193887,70,75,0,0,5,1587430449.405
Asia,Turkey,955018,35.243322,38.963745,75410,90980,0,13430,2140,1587430449.405
Europe,Slovenia,965014,14.995463,46.151241,1065,1335,0,193,77,1587430449.405
Europe,Bulgaria,965004,25.48583,42.733883,719,915,0,153,43,1587430449.405
Asia,Bahrain,955004,50.637772,25.930414,1119,1895,0,769,7,1587430449.405
Europe,Andorra,965002,1.601554,42.546245,433,717,0,248,36,1587430449.405
Africa,Swaziland,984010,31.465866,-26.522503,15,24,0,8,1,1587430449.405
Europe,Russia,964006,105.318756,61.52401,43270,47121,0,3446,405,1587430449.405
Asia,Nepal,953005,84.124008,28.394857,29,31,0,2,0,1587430449.405
South America,Bolivia,973002,-63.588653,-16.290154,488,520,0,0,32,1587430449.405
North America,Mexico,971003,-102.552784,23.634501,7574,8261,0,1,686,1587430449.405
Asia,Uzbekistan,954005,64.585262,41.377491,1335,1565,0,225,5,1587430449.405
Asia,Brunei,952002,114.727669,4.535277,22,138,0,115,1,1587430449.405
North America,Bahamas,974002,-77.39628,25.03428,49,58,0,0,9,1587430449.405
Europe,Greece,965007,21.824312,39.074208,2110,2245,0,19,116,1587430449.405
Africa,Morocco,981004,-7.09262,31.791702,2553,3046,0,350,143,1587430449.405
Africa,Liberia,982009,-9.429499,6.428055,84,99,0,7,8,1587430449.405
