continent,country,locationId,longitude,latitude,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,updateTime
Asia,Azerbaijan,955003,47.576927,40.143105,847,1058,0,200,11,2020-04-12 01:04:58
Europe,Luxembourg,961004,6.129583,49.815273,2967,3270,0,241,62,2020-04-12 01:04:58
Asia,Jordan,955010,36.238414,30.585164,195,372,0,170,7,2020-04-12 01:04:58
Asia,Japan,951002,138.252924,36.204824,6379,6903,0,404,120,2020-04-12 01:04:58
Oceania,Australia,990001,133.775136,-25.274398,6117,6292,0,119,56,2020-04-12 01:04:58
Europe,Finland,962002,25.748151,61.92411,2711,2769,0,10,48,2020-04-12 01:04:58
Europe,Lithuania,964004,23.881275,55.169438,923,999,0,54,22,2020-04-12 01:04:58
Oceania,New Zealand,990007,174.885971,-40.900557,612,1035,4,422,1,2020-04-12 01:04:58
Europe,Norway,962004,8.468946,60.472024,6155,6267,0,0,112,2020-04-12 01:04:58
Asia,Bahrain,955004,50.637772,25.930414,459,1016,0,551,6,2020-04-12 01:04:58
North America,El Salvador,972003,-88.89653,13.794185,98,103,0,0,5,2020-04-12 00:57:53
Oceania,Guam,0,144.793731,13.444304,124,128,0,0,4,2020-04-12 00:57:53
Africa,Kenya,985005,37.906193,-0.023559,160,191,0,24,7,2020-04-12 00:57:53
North America,Dominican Republic,974006,-70.162651,18.735693,2231,2349,0,0,118,2020-04-12 00:57:53
North America,Honduras,972005,-86.241905,15.199999,320,343,0,0,23,2020-04-12 00:57:53
Europe,Poland,963006,19.145136,51.919438,5456,5955,0,318,181,2020-04-12 00:57:53
Europe,Latvia,964003,24.603189,56.879635,587,589,0,0,2,2020-04-12 00:57:53
South America,Uruguay,973011,-55.765835,-32.522779,230,465,0,214,21,2020-04-12 00:57:53
Europe,Albania,965001,20.168331,41.153332,279,433,0,131,23,2020-04-12 00:57:53
Africa,Guinea,0,-9.696645,9.945587,197,212,0,15,0,2020-04-12 00:57:53
Asia,Qatar,955015,51.183884,25.354826,2475,2728,0,247,6,2020-04-12 00:57:53
Asia,United Arab Emirates,955019,53.847818,23.424076,3128,3736,0,588,20,2020-04-12 00:57:53
North America,Canada,971001,-106.346771,56.130366,18809,22148,0,2770,569,2020-04-12 00:57:53
Africa,Cameroon,983001,12.354722,7.369722,710,820,0,98,12,2020-04-12 00:57:53
Africa,Nigeria,982013,8.675277,9.081999,240,305,0,58,7,2020-04-12 00:57:53
North America,Cuba,974004,-77.781167,21.521757,549,564,0,0,15,2020-04-12 00:57:53
Africa,Djibouti,985002,42.590275,11.825138,149,187,0,36,2,2020-04-12 00:57:53
South America,Peru,973008,-75.015152,-9.189967,4159,5897,0,1569,169,2020-04-12 00:57:53
Europe,Moldova,964005,28.369885,47.411631,1455,1560,0,75,30,2020-04-12 00:57:53
Africa,Senegal,982014,-14.452362,14.497401,124,278,0,152,2,2020-04-12 00:57:53
Asia,Vietnam,952011,108.277199,14.058324,114,258,0,144,0,2020-04-12 00:57:53
Africa,Egypt,981002,30.802498,26.820553,1275,1794,0,384,135,2020-04-12 00:57:53
North America,Puerto Rico,0,-66.590149,18.220833,650,683,0,0,33,2020-04-12 00:57:53
Africa,Burkina Faso,982002,-1.561593,12.238333,273,443,0,146,24,2020-04-12 00:57:53
Asia,Singapore,952009,103.819836,1.352083,1886,2299,0,406,7,2020-04-12 00:57:53
Asia,Israel,955009,34.851612,31.046051,9174,10505,0,1236,95,2020-04-12 00:57:53
Asia,China,951001,104.195397,35.86166,2075,83400,0,77976,3349,2020-04-12 00:57:53
Asia,Cyprus,955005,33.429859,35.126413,601,616,0,0,15,2020-04-12 00:57:53
Asia,Philippines,952008,121.774017,12.879721,4024,4428,0,157,247,2020-04-12 00:57:53
Europe,Slovakia,963007,19.699024,48.669026,703,728,0,23,2,2020-04-12 00:57:53
South America,Argentina,973001,-63.616672,-38.416097,1535,1975,0,358,82,2020-04-12 00:57:53
Africa,Tunisia,981006,9.537499,33.886917,646,671,0,0,25,2020-04-12 00:57:53
Europe,Switzerland,963008,8.227512,46.818188,12600,24713,0,11100,1013,2020-04-12 00:57:53
Asia,Oman,955013,55.923255,21.512583,434,546,0,109,3,2020-04-12 00:57:53
South America,Brazil,973003,-51.92528,-14.235004,18455,19638,0,127,1056,2020-04-12 00:57:53
Europe,Malta,965019,14.375416,35.937496,367,370,0,0,3,2020-04-12 00:57:53
Africa,Madagascar,984005,46.869107,-18.766947,91,102,0,11,0,2020-04-12 00:57:53
Europe,Bosnia and Herzegovina,965003,17.679076,43.915886,721,886,0,129,36,2020-04-12 00:57:53
Africa,Ghana,982006,-1.023194,7.946527,303,313,0,4,6,2020-04-12 00:57:53
Asia,Saudi Arabia,955016,45.079162,23.885942,3261,4033,0,720,52,2020-04-12 00:57:53
