continent,country,province,provinceLocationId,provinceCurrentConfirmedCount,provinceConfirmedCount,provinceSuspectedCount,provinceCuredCount,provinceDeadCount,cityName,longitude,latitude,cityLocationId,cityCurrentConfirmedCount,cityConfirmedCount,citySuspectedCount,cityCuredCount,cityDeadCount,updateTime
Asia,China,Neimenggu,150000,36,111,0,74,1,鄂尔多斯,109.781327,39.608266,150600,0,11,0,11,0,2020-04-01 14:20:26
Asia,China,Neimenggu,150000,36,111,0,74,1,包头,109.840347,40.657449,150200,0,11,0,11,0,2020-04-01 14:20:26
Asia,China,Neimenggu,150000,36,111,0,74,1,赤峰,118.886856,42.257817,150400,0,9,0,9,0,2020-04-01 14:20:26
Asia,China,Neimenggu,150000,36,111,0,74,1,锡林郭勒盟,116.048222,43.933454,152500,0,9,0,9,0,2020-04-01 14:20:26
Asia,China,Neimenggu,150000,36,111,0,74,1,巴彦淖尔,107.387657,40.743213,150800,0,8,0,7,1,2020-04-01 14:20:26
Asia,China,Neimenggu,150000,36,111,0,74,1,呼和浩特,111.749180,40.842585,150100,0,7,0,7,0,2020-04-01 14:20:26
Asia,China,Neimenggu,150000,36,111,0,74,1,通辽,122.243444,43.652890,150500,0,7,0,7,0,2020-04-01 14:20:26
Asia,China,Neimenggu,150000,36,111,0,74,1,呼伦贝尔,119.765744,49.211574,150700,0,7,0,7,0,2020-04-01 14:20:26
Asia,China,Neimenggu,150000,36,111,0,74,1,乌兰察布,113.132585,40.994785,150900,0,3,0,3,0,2020-04-01 14:20:26
Asia,China,Neimenggu,150000,36,111,0,74,1,乌海市,106.794249,39.655388,150300,0,2,0,2,0,2020-04-01 14:20:26
Asia,China,Neimenggu,150000,36,111,0,74,1,兴安盟,122.067042,46.077561,152200,0,1,0,1,0,2020-04-01 14:20:26
Asia,China,Hubei,420000,1283,67802,0,63326,3193,武汉,114.305392,30.593098,420100,1279,50007,0,46175,2553,2020-04-01 14:20:26
Asia,China,Hubei,420000,1283,67802,0,63326,3193,孝感,113.916902,30.924568,420900,1,3518,0,3389,128,2020-04-01 14:20:26
Asia,China,Hubei,420000,1283,67802,0,63326,3193,襄阳,112.122414,32.008986,420600,1,1175,0,1135,39,2020-04-01 14:20:26
Asia,China,Hubei,420000,1283,67802,0,63326,3193,宜昌,111.286471,30.691967,420500,1,931,0,894,36,2020-04-01 14:20:26
Asia,China,Hubei,420000,1283,67802,0,63326,3193,仙桃,113.454593,30.362641,429004,1,575,0,552,22,2020-04-01 14:20:26
Asia,China,Hubei,420000,1283,67802,0,63326,3193,黄冈,114.872316,30.453905,421100,0,2907,0,2782,125,2020-04-01 14:20:26
Asia,China,Hubei,420000,1283,67802,0,63326,3193,荆州,112.239741,30.335165,421000,0,1580,0,1528,52,2020-04-01 14:20:26
Asia,China,Hubei,420000,1283,67802,0,63326,3193,鄂州,114.894843,30.391940,420700,0,1394,0,1335,59,2020-04-01 14:20:26
Asia,China,Hubei,420000,1283,67802,0,63326,3193,随州,113.382458,31.690215,421300,0,1307,0,1262,45,2020-04-01 14:20:26
Asia,China,Hubei,420000,1283,67802,0,63326,3193,黄石,115.038520,30.199652,420200,0,1015,0,976,39,2020-04-01 14:20:26
